Kaĩp jùms sẽkasi, panelè?	Kaip jums sekasi, panele?	How are you doing, miss?	panele	4	panelė	Ncfsin-	2femĖ
Nóriu būtì beĩsbolo žaidė́ju.	Noriu būti beisbolo žaidėju.	I want to be a baseball player.	žaidėju	3	žaidėjas	Ncmsin-	1mascIAS
Nóriu kavõs sù píenu.	Noriu kavos su pienu.	I want coffee with milk.	pienu	3	pienas	Ncmsin-	1mascIAS
Põ súolu ỹra katė̃.	Po suolu yra katė.	There is a cat under the desk.	suolu	1	suolas	Ncmsin-	1mascIAS
Šiuõ metù Tòmas ỹra bedar̃bis.	Šiuo metu Tomas yra bedarbis.	Tom is currently unemployed.	metu	1	metas	Ncmsin-	1mascIAS
Àš radaũ põrą pir̃štinių põ kėdè.	Aš radau porą pirštinių po kėde.	I found a pair of gloves under the chair.	kėde	5	kėdė	Ncfsin-	2femĖ
Àš tuõ metù buvaũ tìk septynerių̃ mẽtų mergáitė.	Aš tuo metu buvau tik septynerių metų mergaitė.	I was only a seven-year-old girl at that time.	metu	2	metas	Ncmsin-	1mascIAS
Jìs susitiñka sù sàvo merginà šeštãdieniais.	Jis susitinka su savo mergina šeštadieniais.	He meets his girlfriend on Saturdays.	mergina	4	mergina	Ncfsin-	2femIA
Jì ỹra apsė́sta vélniu.	Ji yra apsėsta velniu.	She is possessed by a devil.	velniu	3	velnias	Ncmsin-	1mascIAS
Kàs pasirū́pins šunimì, kõl mẽs bū́sime išvỹkę?	Kas pasirūpins šunimi, kol mes būsime išvykę?	Who will take care of the dog while we are away?	šunimi	2	šuo	Ncmsin-	exception
Màno draũgas pavadìno manè bailiù.	Mano draugas pavadino mane bailiu.	My friend called me a coward.	bailiu	4	bailys	Ncmsin-	1mascIS
Màno svajõnė liẽka svajonè.	Mano svajonė lieka svajone.	My dream is still just a dream.	svajone	3	svajonė	Ncfsin-	2femĖ
Mèrė nóri taptì advokatè.	Merė nori tapti advokate.	Mary wants to be a lawyer.	advokate	3	advokatė	Ncfsin-	2femĖ
Niekadà nègeriu arbãtos sù citrinà.	Niekada negeriu arbatos su citrina.	I never drink tea with lemon.	citrina	4	citrina	Ncfsin-	2femIA
Prašýčiau arbãtos sù citrinà.	Prašyčiau arbatos su citrina.	A tea with lemon, please.	citrina	3	citrina	Ncfsin-	2femIA
Taĩ ỹra põ kėdè.	Tai yra po kėde.	It is under the chair.	kėde	3	kėdė	Ncfsin-	2femĖ
Ateitìs priklaũso tíems, kuriẽ tìki sàvo svajõnių grožiù.	Ateitis priklauso tiems, kurie tiki savo svajonių grožiu.	The future belongs to those who believe in the beauty of their dreams.	grožiu	8	grožis	Ncmsin-	1mascIS
Jì tãpo ãktore.	Ji tapo aktore.	She became an actress.	aktore	2	aktorė	Ncfsin-	2femĖ
Kaĩ àš užáugsiu, àš nóriu būtì karãliumi.	Kai aš užaugsiu, aš noriu būti karaliumi.	When I grow up, I want to be a king.	karaliumi	7	karalius	Ncmsin-	4masc
Laisvãlaikiu labiáusiai mė́gstu váikščioti pakránte.	Laisvalaikiu labiausiai mėgstu vaikščioti pakrante.	My favorite pastime is strolling along the shore.	Laisvalaikiu	0	laisvalaikis	Ncmsin-	1mascIS
Laisvãlaikiu labiáusiai mė́gstu váikščioti pakránte.	Laisvalaikiu labiausiai mėgstu vaikščioti pakrante.	My favorite pastime is strolling along the shore.	pakrante	4	pakrantė	Ncfsin-	2femĖ
Mẽs vadìname Niujòrką Didžiúoju óbuoliu.	Mes vadiname Niujorką Didžiuoju obuoliu.	We call New York the Big Apple.	obuoliu	4	obuolys	Ncmsin-	1mascIS
Nepasitikė́k žmogumì, apiẽ kuriõ prãeitį tù niẽko nežinaĩ.	Nepasitikėk žmogumi, apie kurio praeitį tu nieko nežinai.	Don't trust a man whose past you know nothing about.	žmogumi	1	žmogus	Ncmsin-	exception
Patalpõs plótas ỹra dù sù pusè kvadrãtinių mètrų.	Patalpos plotas yra du su puse kvadratinių metrų.	The room's area is two and half square meters.	puse	5	pusė	Ncfsin-	2femĖ
Tòmas apsimetinė́jo Mèrės draugù.	Tomas apsimetinėjo Merės draugu.	Tom pretended to be Mary's friend.	draugu	3	draugas	Ncmsin-	1mascIAS
Tòmas gãli susisíekti sù Merè elektròniniu paštù.	Tomas gali susisiekti su Mere elektroniniu paštu.	Tom can get in touch with Mary by email.	Mere	4	merė	Ncfsin-	2femĖ
Tòmas gãli susisíekti sù Merè elektròniniu paštù.	Tomas gali susisiekti su Mere elektroniniu paštu.	Tom can get in touch with Mary by email.	paštu	6	paštas	Ncmsin-	1mascIAS
Àš pàsekiau mótinos pãvyzdžiu.	Aš pasekiau motinos pavyzdžiu.	I followed my mother's example.	pavyzdžiu	3	pavyzdys	Ncmsin-	1mascIS
Àš susirgaũ gripù.	Aš susirgau gripu.	I got the flu.	gripu	2	gripas	Ncmsin-	1mascIAS
Atsisė́skite dár kar̃tą, panelè Kùrtis.	Atsisėskite dar kartą, panele Kurtis.	Sit down again, Miss Curtis.	panele	4	panelė	Ncfsin-	2femĖ
Bejè, ar̃ tù gróji smuikù?	Beje, ar tu groji smuiku?	By the way, do you play the violin?	smuiku	5	smuikas	Ncmsin-	1mascIAS
Jìs atvažiãvo į̃ Tòkiją sù dìdele svajonè.	Jis atvažiavo į Tokiją su didele svajone.	He came up to Tokyo with a big dream.	svajone	6	svajonė	Ncfsin-	2femĖ
Jìs bùvo kareiviù kãro metù.	Jis buvo kareiviu karo metu.	He was a soldier during the war.	kareiviu	2	kareivis	Ncmsin-	1mascIS
Jìs bùvo kareiviù kãro metù.	Jis buvo kareiviu karo metu.	He was a soldier during the war.	metu	4	metas	Ncmsin-	1mascIAS
Jìs pasinaudójo màno jaunumù.	Jis pasinaudojo mano jaunumu.	He took advantage of my youth.	jaunumu	3	jaunumas	Ncmsin-	1mascIAS
Káimą sù mū́sų miestù sujùngia tìltas.	Kaimą su mūsų miestu sujungia tiltas.	The village is connected with our town by a bridge.	miestu	3	miestas	Ncmsin-	1mascIAS
Kuriuõ metù išgir̃dote šū̃vį?	Kuriuo metu išgirdote šūvį?	At what time did you hear the gunshot?	metu	1	metas	Ncmsin-	1mascIAS
Nepáiniok Áustrijos sù Austrãlija.	Nepainiok Austrijos su Australija.	Don't confuse Austria with Australia.	Australija	3	Australija	Npfsing	2femIA
Stovė́jome véidu į̃ véidą sù mirtimì.	Stovėjome veidu į veidą su mirtimi.	We stood face to face with death.	veidu	1	veidas	Ncmsin-	1mascIAS
Stovė́jome véidu į̃ véidą sù mirtimì.	Stovėjome veidu į veidą su mirtimi.	We stood face to face with death.	mirtimi	5	mirtis	Ncfsin-	3fem
Jìs pabañdė nusižudýti, bèt taĩ baĩgėsi nẽsėkme.	Jis pabandė nusižudyti, bet tai baigėsi nesėkme.	He tried to kill himself but it ended in failure.	nesėkme	7	nesėkmė	Ncfsin-	2femĖ
Jõ bañdymas baĩgėsi nẽsėkme.	Jo bandymas baigėsi nesėkme.	His attempt ended in failure.	nesėkme	3	nesėkmė	Ncfsin-	2femĖ
Mẽs negalė́jome naudótis čiáupu nès jìs nèveikė.	Mes negalėjome naudotis čiaupu nes jis neveikė.	We couldn't use the faucet because it was out of order.	čiaupu	3	čiaupas	Ncmsin-	1mascIAS
Nãmas sù žaliù stógu ỹra màno.	Namas su žaliu stogu yra mano.	The house whose roof is green is mine.	stogu	3	stogas	Ncmsin-	1mascIAS
Pabandýk supjáustyti mė̃są sù kitù peiliù.	Pabandyk supjaustyti mėsą su kitu peiliu.	Try to slice the meat with a different knife.	peiliu	5	peilis	Ncmsin-	1mascIS
Šìs bañdymas baĩgėsi nẽsėkme.	Šis bandymas baigėsi nesėkme.	This attempt resulted in failure.	nesėkme	3	nesėkmė	Ncfsin-	2femĖ
Sù šiuõ teleskopù gãlima pamatýti žvaigždès ir̃ svajonès.	Su šiuo teleskopu galima pamatyti žvaigždes ir svajones.	With this telescope stars and dreams can be seen.	teleskopu	2	teleskopas	Ncmsin-	1mascIAS
Vìsos mū́sų pãstangos baĩgėsi nẽsėkme.	Visos mūsų pastangos baigėsi nesėkme.	All our effort ended in failure.	nesėkme	4	nesėkmė	Ncfsin-	2femĖ
Ar̃ Jū̃s mókate rašýti spáusdinimo mašinėlè?	Ar Jūs mokate rašyti spausdinimo mašinėle?	Are you able to type?	mašinėle	5	mašinėlė	Ncfsin-	2femĖ
Ar̃ užsiiminė́ji kókiu nórs spòrtu?	Ar užsiiminėji kokiu nors sportu?	Do you do any sport?	nors	3	sportas	Ncmsin-	1mascIAS
Àš nebègeriu píeno sù cùkrumi.	Aš nebegeriu pieno su cukrumi.	I don't drink milk with sugar any more.	cukrumi	4	cukrus	Ncmsin-	4masc
Jiẽ norė́jo pasidarýti vestùvinę núotrauką sù Eĩfelio bókštu fonè.	Jie norėjo pasidaryti vestuvinę nuotrauką su Eifelio bokštu fone.	They wanted a wedding picture in front of the Eiffel Tower.	bokštu	7	bokštas	Ncmsin-	1mascIAS
Jungtìnėse Valstìjose manè dažnaĩ palaĩko kinù.	Jungtinėse Valstijose mane dažnai palaiko kinu.	In the U.S., they often mistake me for a Chinese person.	kinu	5	kinas	Ncmsin-	1mascIAS
Kàs šiuõ metù vỹksta Lénkijoje?	Kas šiuo metu vyksta Lenkijoje?	What's happening now in Poland?	metu	2	metas	Ncmsin-	1mascIAS
Kíek pinigų̃ tù tùri paslė̃pęs põ sàvo lóva?	Kiek pinigų tu turi paslėpęs po savo lova?	How much money do you have hidden under your bed?	lova	7	lova	Ncfsin-	2femIA
Nè kiekvíenas gãli būtì mẽnininku.	Ne kiekvienas gali būti menininku.	Not everybody can be an artist.	menininku	4	menininkas	Ncmsin-	1mascIAS
Àš visadà norė́jau taptì profesionaliù krepšìnio žaidė́ju.	Aš visada norėjau tapti profesionaliu krepšinio žaidėju.	I've always wanted to be a professional basketball player.	žaidėju	6	žaidėjas	Ncmsin-	1mascIAS
Jìs daugiaũ nebepasìtiki dãktaru.	Jis daugiau nebepasitiki daktaru.	He doesn't trust the doctor any more.	daktaru	3	daktaras	Ncmsin-	1mascIAS
Jìs pripìldė bùtelį vandeniù.	Jis pripildė butelį vandeniu.	He filled the bottle with water.	vandeniu	3	vanduo	Ncmsin-	5masc
Nesikéik ar̃ àš išpláusiu tàvo bùrną sù muilù.	Nesikeik ar aš išplausiu tavo burną su muilu.	Don't curse or I'll wash your mouth out with soap.	muilu	7	muilas	Ncmsin-	1mascIAS
Niekadà nelýgink sàvo žmonõs sù kità móterimi.	Niekada nelygink savo žmonos su kita moterimi.	Never compare your wife to another woman.	moterimi	6	moteris	Ncfsin-	3fem
Tòmas ir̃ Mèrė nusipir̃ko nãmą sù baseinù.	Tomas ir Merė nusipirko namą su baseinu.	Tom and Mary bought a home with a pool.	baseinu	6	baseinas	Ncmsin-	1mascIAS
Tòmas ỹra kvalifikúotas būtì širdiẽs chirùrgu.	Tomas yra kvalifikuotas būti širdies chirurgu.	Tom is qualified to be a heart surgeon.	chirurgu	5	chirurgas	Ncmsin-	1mascIAS
Àš vìs dár turiù atsikratýti šiuõ kilimù.	Aš vis dar turiu atsikratyti šiuo kilimu.	I still have to get rid of this carpet.	kilimu	6	kilimas	Ncmsin-	1mascIAS
Bóbas tuõ metù plóvė indùs.	Bobas tuo metu plovė indus.	Bob was washing the dishes at that time.	metu	2	metas	Ncmsin-	1mascIAS
Kuriuõ metù taksì nuvažiuõs į̃ óro úostą?	Kuriuo metu taksi nuvažiuos į oro uostą?	At what time will the taxi go to the airport?	metu	1	metas	Ncmsin-	1mascIAS
Prašaũ sujungtì manè sù ponù Smitù.	Prašau sujungti mane su ponu Smitu.	Will you please connect me with Mr. Smith?	ponu	4	ponas	Ncmsin-	1mascIAS
Prašaũ sujungtì manè sù ponù Smitù.	Prašau sujungti mane su ponu Smitu.	Will you please connect me with Mr. Smith?	Smitu	5	Smitas	Npmsins	1mascIAS
Rašýk pieštukù.	Rašyk pieštuku.	Write it in pencil.	pieštuku	1	pieštukas	Ncmsin-	1mascIAS
Šìs kálnas ỹra pàdengtas sniegù visùs metùs.	Šis kalnas yra padengtas sniegu visus metus.	This mountain is snow-covered the entire year.	sniegu	4	sniegas	Ncmsin-	1mascIAS
Tiesióg buvaĩ blogojè viẽtoje, blogù metù.	Tiesiog buvai blogoje vietoje, blogu metu.	You were just in the wrong place at the wrong time.	metu	6	metas	Ncmsin-	1mascIAS
Visà šalìs bùvo paláidota põ sniegù.	Visa šalis buvo palaidota po sniegu.	The whole country was buried under snow.	sniegu	5	sniegas	Ncmsin-	1mascIAS
Výras užpúolė ją̃ sù ketìnimu ją̃ nužudýti.	Vyras užpuolė ją su ketinimu ją nužudyti.	The man attacked her with the intention of killing her.	ketinimu	4	ketinimas	Ncmsin-	1mascIAS
Eĩkite šià gatvè tiẽsiai ir̃ priẽ trẽčio šviesofòro pasùkite į̃ dẽšinę.	Eikite šia gatve tiesiai ir prie trečio šviesoforo pasukite į dešinę.	Go straight down this street and turn right at the third light.	gatve	2	gatvė	Ncfsin-	2femĖ
Gaĩla, jóg nesìelgiau sù mergáite kíek gražiaũ.	Gaila, jog nesielgiau su mergaite kiek gražiau.	I wish I had treated the girl more kindly.	mergaite	5	mergaitė	Ncfsin-	2femĖ
Geràs gyvẽnimas ỹra tàs, kurìs į̃kvėptas méile ir̃ val̃domas žiniomìs.	Geras gyvenimas yra tas, kuris įkvėptas meile ir valdomas žiniomis.	The good life is one inspired by love and guided by knowledge.	meile	7	meilė	Ncfsin-	2femĖ
Griñdys ỹra pàdengtos stóru kilimù.	Grindys yra padengtos storu kilimu.	The floor is covered with a thick carpet.	kilimu	4	kilimas	Ncmsin-	1mascIAS
Jìs labaĩ didžiúojasi sàvo žaislù.	Jis labai didžiuojasi savo žaislu.	He is very proud of his toy.	žaislu	4	žaislas	Ncmsin-	1mascIAS
Jìs žùvo kãrio mirtimì kovojè ùž demokrãtiją.	Jis žuvo kario mirtimi kovoje už demokratiją.	He died a soldier's death in the battle in the cause of democracy.	mirtimi	3	mirtis	Ncfsin-	3fem
Kadà bùs kità ekskùrsija sù gidù?	Kada bus kita ekskursija su gidu?	When is the next guided tour?	gidu	5	gidas	Ncmsin-	1mascIAS
Kiekvíenas tùri būtì sàvo likìmo kálviu.	Kiekvienas turi būti savo likimo kalviu.	Everyone ought to be a master of his own destiny.	kalviu	5	kalvis	Ncmsin-	1mascIS
Nežaĩskite sù ugnimì.	Nežaiskite su ugnimi.	Don't play with fire.	ugnimi	2	ugnis	Ncfsin-	3fem
Põ jõs automobiliù slẽpiasi dù katinaĩ.	Po jos automobiliu slepiasi du katinai.	There are two cats hiding under her car.	automobiliu	2	automobilis	Ncmsin-	1mascIS
Tòmas protestãvo priẽš taĩ, kàd sù juõ bùvo el̃giamasi kaĩp sù vaikù.	Tomas protestavo prieš tai, kad su juo buvo elgiamasi kaip su vaiku.	Tom objected to being treated like a child.	su	11	vaikas	Ncmsin-	1mascIAS
Visì žmónės gìmsta laisvì ir̃ lýgūs sàvo orumù ir̃ téisėmis. Jíems sùteiktas prõtas ir̃ są́žinė ir̃ jiẽ tùri el̃gtis víenas kìto ãtžvilgiu kaĩp bróliai.	Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai.	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.	orumu	7	orumas	Ncmsin-	1mascIAS
Visì žmónės gìmsta laisvì ir̃ lýgūs sàvo orumù ir̃ téisėmis. Jíems sùteiktas prõtas ir̃ są́žinė ir̃ jiẽ tùri el̃gtis víenas kìto ãtžvilgiu kaĩp bróliai.	Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai.	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.	atžvilgiu	22	atžvilgis	Ncmsin-	1mascIS
Ar̃ nusìprausei põ dušù?	Ar nusiprausei po dušu?	Have you showered?	dušu	3	dušas	Ncmsin-	1mascIAS
Blondìnė kal̃ba sù sàvo psichiatrù.	Blondinė kalba su savo psichiatru.	A blonde is speaking to her psychiatrist.	psichiatru	4	psichiatras	Ncmsin-	1mascIAS
Išsipláuk rankàs muilù.	Išsiplauk rankas muilu.	Wash your hands with soap.	muilu	2	muilas	Ncmsin-	1mascIAS
Kàs tìk gãli pakryptì blõga linkmè taĩp ir̃ pakrỹps.	Kas tik gali pakrypti bloga linkme taip ir pakryps.	Whatever can go wrong will go wrong.	linkme	5	linkmė	Ncfsin-	2femĖ
Pažiūrė́k į̃ tą̃ kálną pàdengtą sniegù.	Pažiūrėk į tą kalną padengtą sniegu.	Look at that mountain which is covered with snow.	sniegu	5	sniegas	Ncmsin-	1mascIAS
Priẽ màno bãto pãdo prilìpo kram̃tomoji gumà.	Prie mano bato pado prilipo kramtomoji guma.	Gum got stuck to the bottom of my shoe.	guma	6	guma	Ncfsin-	2femIA
Vãkar susipykaũ sù sàvo vyresniù bróliu.	Vakar susipykau su savo vyresniu broliu.	I quarrelled with my older brother yesterday.	broliu	5	brolis	Ncmsin-	1mascIS
Ar̃ galiù naudótis tàvo žodýnu?	Ar galiu naudotis tavo žodynu?	Can I use your dictionary?	žodynu	4	žodynas	Ncmsin-	1mascIAS
Ar̃ galiù pasinaudóti tàvo žodýnu?	Ar galiu pasinaudoti tavo žodynu?	Can I use your dictionary?	žodynu	4	žodynas	Ncmsin-	1mascIAS
Àš buvaũ liùdytoja.	Aš buvau liudytoja.	I was a witness.	liudytoja	2	liudytoja	Ncfsin-	2femIA
Àš susidraugavaũ sù mókiniu ìš ùžsienio.	Aš susidraugavau su mokiniu iš užsienio.	I made friends with a student from abroad.	mokiniu	3	mokinys	Ncmsin-	1mascIS
Àš susidraugavaũ sù studentù ìš ùžsienio.	Aš susidraugavau su studentu iš užsienio.	I made friends with a student from abroad.	studentu	3	studentas	Ncmsin-	1mascIAS
Gãli naudótis màno žodýnu.	Gali naudotis mano žodynu.	You can use my dictionary.	žodynu	3	žodynas	Ncmsin-	1mascIAS
Jìs tãpo pianistù.	Jis tapo pianistu.	He became a pianist.	pianistu	2	pianistas	Ncmsin-	1mascIAS
Kažkàs ỹra nè taĩp sù šiuõ jogùrtu.	Kažkas yra ne taip su šiuo jogurtu.	There's something wrong with this yoghurt.	jogurtu	6	jogurtas	Ncmsin-	1mascIAS
Mẽs ją̃ išriñkome sàvo komándos kapitonè.	Mes ją išrinkome savo komandos kapitone.	We elected her captain of our team.	kapitone	5	kapitonė	Ncfsin-	2femĖ
Mẽs tùrime išmoktì gyvénti harmònijoje sù gamtà.	Mes turime išmokti gyventi harmonijoje su gamta.	We must learn to live in harmony with nature.	gamta	6	gamta	Ncfsin-	2femIA
Žaidžiù žaidìmą sù sàvo sẽseria.	Žaidžiu žaidimą su savo seseria.	I play a game with my sister.	seseria	4	sesuo	Ncfsin-	5fem
Àš radaũ knỹgą sù raudónu viršeliù ir̃ nuspréndžiau ją̃ pasiskõlinti.	Aš radau knygą su raudonu viršeliu ir nusprendžiau ją pasiskolinti.	I found a book with a red cover and decided to borrow it.	viršeliu	5	viršelis	Ncmsin-	1mascIS
Jéi tìki, kàd visúomenė nesukū́rė niẽko vertìngo, taĩ gãlima teigtì, kàd tìki ir̃ mãsiniu sunaikìnimu.	Jei tiki, kad visuomenė nesukūrė nieko vertingo, tai galima teigti, kad tiki ir masiniu sunaikinimu.	If you believe society hasn't made anything worthwhile, then you might believe also in mass destruction.	sunaikinimu	17	sunaikinimas	Ncmsin-	1mascIAS
Kažkàs grója fortepijonù.	Kažkas groja fortepijonu.	Somebody is playing the piano.	fortepijonu	2	fortepijonas	Ncmsin-	1mascIAS
Mẽs galiáusiai susitáikėme sù sàvo likimù.	Mes galiausiai susitaikėme su savo likimu.	We eventually came to terms with our fate.	likimu	5	likimas	Ncmsin-	1mascIAS
Niekadà nemaitìnkite sàvo katė̃s šunų̃ maistù.	Niekada nemaitinkite savo katės šunų maistu.	Never feed dog food to your cat.	maistu	5	maistas	Ncmsin-	1mascIAS
Parỹžius vadìnamas žiburių̃ miestù. Daũg gražių̃ pastatų̃ nãktį ỹra apšviestì.	Paryžius vadinamas žiburių miestu. Daug gražių pastatų naktį yra apšviesti.	Paris is called the City of Lights. Many beautiful buildings are lit at night.	miestu	3	miestas	Ncmsin-	1mascIAS
Šiõ metòdo veiksmingùmas bùvo patvìrtintas daũgelio žmonių̃ patirtimì.	Šio metodo veiksmingumas buvo patvirtintas daugelio žmonių patirtimi.	The effectiveness of this method was confirmed by many people's experiences.	patirtimi	7	patirtis	Ncfsin-	3fem
Ateityjè àš norė́čiau taptì televìzijos dìktoriumi.	Ateityje aš norėčiau tapti televizijos diktoriumi.	I want to become a TV announcer in the future.	diktoriumi	5	diktorius	Ncmsin-	4masc
Arbatà per̃ stìpri. Atskíesk ją̃ vandeniù.	Arbata per stipri. Atskiesk ją vandeniu.	The tea is too strong. Add some water.	vandeniu	6	vanduo	Ncmsin-	5masc
Àš norė́jau taptì filosofù.	Aš norėjau tapti filosofu.	I wanted to become a philosopher.	filosofu	3	filosofas	Ncmsin-	1mascIAS
Gaĩsro ãtveju, išdaũžkite stìklą ir̃ nuspáuskite raudóną mygtùką.	Gaisro atveju, išdaužkite stiklą ir nuspauskite raudoną mygtuką.	In case of fire, break the glass and push the red button.	atveju	1	atvejis	Ncmsin-	1mascIS
Gãlime pasikliáuti jõ finánsine paramà.	Galime pasikliauti jo finansine parama.	We can count on him for financial help.	parama	4	parama	Ncfsin-	2femIA
Jì įdárbino jį̃ programúotoju.	Ji įdarbino jį programuotoju.	She employed him as a programmer.	programuotoju	3	programuotojas	Ncmsin-	1mascIAS
Jì tãpo įžymià daĩlininke.	Ji tapo įžymia dailininke.	She became a famous painter.	dailininke	3	dailininkė	Ncfsin-	2femĖ
Kadáise àš norė́jau taptì astrofìziku.	Kadaise aš norėjau tapti astrofiziku.	I once wanted to be an astrophysicist.	astrofiziku	4	astrofizikas	Ncmsin-	1mascIAS
Malonù susipažìnti. Esù skruzdė́da.	Malonu susipažinti. Esu skruzdėda.	Pleased to meet you. I am an anteater.	skruzdėda	4	skruzdėda	Ncfsin-	2femIA
