Àš kalbė́jau sù draugaĩs.	Aš kalbėjau su draugais.	I talked to friends.	draugais	3	draugas	Ncmpin-
Mẽs amžinaĩ bū́sime draugaĩs.	Mes amžinai būsime draugais.	We'll be friends forever.	draugais	3	draugas	Ncmpin-
Àš didžiúojuosi sàvo vaikaĩs.	Aš didžiuojuosi savo vaikais.	I'm proud of my children.	vaikais	3	vaikas	Ncmpin-
Àš negaliù patikė́ti sàvo akimìs.	Aš negaliu patikėti savo akimis.	I can't believe my eyes.	akimis	4	akis	Ncfpin-
Võs galė́jau patikė́ti sàvo akimìs.	Vos galėjau patikėti savo akimis.	I could hardly believe my eyes.	akimis	4	akis	Ncfpin-
Jiẽ nežìno ką̃ jiẽ turė́tų darýti sù taĩs pinigaĩs.	Jie nežino ką jie turėtų daryti su tais pinigais.	They don't know what they should do with the money.	pinigais	8	pinigas	Ncmpin-
Kur̃, põ velniaĩs, tù éini?	Kur, po velniais, tu eini?	Where the hell are you going?	velniais	3	velnias	Ncmpin-
Katė̃ žaĩdžia sù vaikaĩs.	Katė žaidžia su vaikais.	The cat is playing with the children.	vaikais	3	vaikas	Ncmpin-
Àš gyvenù kartù sù tėvaĩs.	Aš gyvenu kartu su tėvais.	I live with my parents.	tėvais	4	tėvai	Ncmpin-
Vìskas dãroma rañkomis.	Viskas daroma rankomis.	Everything is done by hand.	rankomis	2	ranka	Ncfpin-
Ar̃ padareĩ kažką̃ sù sàvo plaukaĩs?	Ar padarei kažką su savo plaukais?	Did you do something new with your hair?	plaukais	5	plaukas	Ncmpin-
Ar̃ bùvo taĩp pàt kaĩp praeitaĩs mẽtais?	Ar buvo taip pat kaip praeitais metais?	Was it like last year?	praeitais	5	metai	Ncmpin-
Àš nenóriu dirbtì šiomìs są́lygomis.	Aš nenoriu dirbti šiomis sąlygomis.	I don't want to work under these conditions.	sąlygomis	4	sąlyga	Ncfpin-
Šiomìs są́lygomis, mẽs negãlime dirbtì draugè.	Šiomis sąlygomis, mes negalime dirbti drauge.	Under these conditions we can not work together.	sąlygomis	1	sąlyga	Ncfpin-
Šiomìs są́lygomis, mẽs negãlime dirbtì kartù.	Šiomis sąlygomis, mes negalime dirbti kartu.	Under these conditions we can not work together.	sąlygomis	1	sąlyga	Ncfpin-
Àš ketinaũ kitaĩs mẽtais aplankýti Ròmą.	Aš ketinau kitais metais aplankyti Romą.	I intended to visit Rome last year.	metais	3	metai	Ncmpin-
Atsisvéikink sù sàvo draugaĩs.	Atsisveikink su savo draugais.	Say goodbye to your friends.	draugais	3	draugas	Ncmpin-
Jiẽ manè pàkvietė žaistì kõrtomis.	Jie mane pakvietė žaisti kortomis.	They invited me to play cards.	kortomis	4	korta	Ncfpin-
Jõs manè pàkvietė žaistì kõrtomis.	Jos mane pakvietė žaisti kortomis.	They invited me to play cards.	kortomis	4	korta	Ncfpin-
Ką̃ tù padareĩ sù màno akiniaĩs?	Ką tu padarei su mano akiniais?	What did you do with my glasses?	akiniais	5	akiniai	Ncmpin-
Šiamè pasáulyje ỹra dalỹkų kuriẽ tiesióg negãli būtì išreikštì žõdžiais.	Šiame pasaulyje yra dalykų kurie tiesiog negali būti išreikšti žodžiais.	There are things in this world which simply cannot be expressed in the form of words.	žodžiais	9	žodis	Ncmpin-
Tòmas negyvẽna sù sàvo tėvaĩs.	Tomas negyvena su savo tėvais.	Tom doesn't live with his parents.	tėvais	4	tėvai	Ncmpin-
Ar̃ tù tùri dirbtì sekmãdieniais?	Ar tu turi dirbti sekmadieniais?	Do you need to work on Sunday?	sekmadieniais	4	sekmadienis	Ncmpin-
Ar̃ tù žaidì šachmãtais?	Ar tu žaidi šachmatais?	Do you play chess?	šachmatais	3	šachmatai	Ncmpin-
Àš nedìrbu sekmãdieniais.	Aš nedirbu sekmadieniais.	I don't work on Sunday.	sekmadieniais	2	sekmadienis	Ncmpin-
Jéigu nórite, àš išmókysiu jùs žaistì šachmãtais.	Jeigu norite, aš išmokysiu jus žaisti šachmatais.	If you like, I will teach you to play chess.	šachmatais	7	šachmatai	Ncmpin-
Jì rytaĩs žaĩdžia tènisą.	Ji rytais žaidžia tenisą.	She plays tennis in the morning.	rytais	1	rytas	Ncmpin-
Jìs retaĩ liẽka namiẽ sekmãdieniais.	Jis retai lieka namie sekmadieniais.	He rarely stays home on Sunday.	sekmadieniais	4	sekmadienis	Ncmpin-
Jì treñkė dùrimis.	Ji trenkė durimis.	She slammed the door shut.	durimis	2	durys	Ncfpin-
Sekmãdieniais àš einù į̃ bažnýčią.	Sekmadieniais aš einu į bažnyčią.	I go to the church on Sundays.	Sekmadieniais	0	sekmadienis	Ncmpin-
Sekmãdieniais parduotùvė nedìrba.	Sekmadieniais parduotuvė nedirba.	The store is closed on Sundays.	Sekmadieniais	0	sekmadienis	Ncmpin-
Sekmãdieniais parduotùvė uždarýta.	Sekmadieniais parduotuvė uždaryta.	The store is closed on Sundays.	Sekmadieniais	0	sekmadienis	Ncmpin-
Tė̃ti, ar̃ tìki vaiduõkliais?	Tėti, ar tiki vaiduokliais?	Dad, do you believe in ghosts?	vaiduokliais	4	vaiduoklis	Ncmpin-
Tòmas žaĩdžia šachmãtais geriaũ ùž manè.	Tomas žaidžia šachmatais geriau už mane.	Tom is better at chess than I am.	šachmatais	2	šachmatai	Ncmpin-
Tòmas mán pasãkė, jóg nenóri grįžtì namõ tuščiomìs rañkomis.	Tomas man pasakė, jog nenori grįžti namo tuščiomis rankomis.	Tom told me that he didn't want to come home empty-handed.	rankomis	9	ranka	Ncfpin-
Tòmas susipažìno sù Mèrės draugaĩs.	Tomas susipažino su Merės draugais.	Tom got to know Mary's friends.	draugais	4	draugas	Ncmpin-
Ar̃ jū̃s žaĩdžiate šachmãtais?	Ar jūs žaidžiate šachmatais?	Do you play chess?	šachmatais	3	šachmatai	Ncmpin-
Tėtè, ar̃ tìki vaiduõkliais?	Tėte, ar tiki vaiduokliais?	Dad, do you believe in ghosts?	vaiduokliais	4	vaiduoklis	Ncmpin-
Išėjaũ į̃ peñsiją praė̃jusiais mẽtais.	Išėjau į pensiją praėjusiais metais.	I retired last year.	metais	4	metai	Ncmpin-
Sekmãdieniais àš lankaũ bažnýčią.	Sekmadieniais aš lankau bažnyčią.	I go to the church on Sundays.	Sekmadieniais	0	sekmadienis	Ncmpin-
Ar̃ tù éini į̃ mokỹklą šeštãdieniais?	Ar tu eini į mokyklą šeštadieniais?	Do you go to school on Saturday?	šeštadieniais	5	šeštadienis	Ncmpin-
Jìs susitiñka sù sàvo merginà šeštãdieniais.	Jis susitinka su savo mergina šeštadieniais.	He meets his girlfriend on Saturdays.	šeštadieniais	5	šeštadienis	Ncmpin-
Ką̃ tù padareĩ sù màno kélnėmis?	Ką tu padarei su mano kelnėmis?	What did you do with my pants?	kelnėmis	5	kelnės	Ncfpin-
Mẽs dìrbome šeštãdieniais, bèt dabar̃ jaũ nebè.	Mes dirbome šeštadieniais, bet dabar jau nebe.	We worked on Saturdays, but now we don't.	šeštadieniais	2	šeštadienis	Ncmpin-
Tòmas negalė́jo patikė́ti sàvo ausimìs.	Tomas negalėjo patikėti savo ausimis.	Tom couldn't believe his ears.	ausimis	4	ausis	Ncfpin-
Àš čià pasilìksiu keliõm dienõm.	Aš čia pasiliksiu keliom dienom.	I'm going to stay there for a couple of days.	dienom	4	diena	Ncfpin-
Àš nóriu kitaĩs mẽtais išvyktì į̃ ùžsienį.	Aš noriu kitais metais išvykti į užsienį.	I want to go abroad next year.	metais	3	metai	Ncmpin-
Ketinù čià pasilìkti keliõm dienõm.	Ketinu čia pasilikti keliom dienom.	I'm going to stay there for a couple of days.	dienom	4	diena	Ncfpin-
Nàgi, sūnaũ. Nustók káutis sù blõgio jėgomìs beñt dẽšimčiai minùčių ir̃ ateĩk paválgyti vakariẽnės!	Nagi, sūnau. Nustok kautis su blogio jėgomis bent dešimčiai minučių ir ateik pavalgyti vakarienės!	Come on, son. Quit battling the forces of evil for ten minutes and come to dinner!	jėgomis	8	jėga	Ncfpin-
Àš atsisvéikinau sù svečiaĩs.	Aš atsisveikinau su svečiais.	I bade farewell to the guests.	svečiais	3	svečias	Ncmpin-
Gyvéndamas Amèrikoje, àš žaidžiaũ gòlfą sù sàvo draugaĩs.	Gyvendamas Amerikoje, aš žaidžiau golfą su savo draugais.	When I lived in America I played golf with my friends.	draugais	8	draugas	Ncmpin-
Praeitaĩs mẽtais bùvo dìdelis pèrsikų der̃lius.	Praeitais metais buvo didelis persikų derlius.	There was a large harvest of peaches last year.	metais	1	metai	Ncmpin-
Jiẽ negalė́jo susitvarkýti sù sunkùmais.	Jie negalėjo susitvarkyti su sunkumais.	They couldn't cope with difficulties.	sunkumais	4	sunkumas	Ncmpin-
Jì įprastaĩ čià ateĩna antrãdieniais.	Ji įprastai čia ateina antradieniais.	She usually comes here on Tuesdays.	antradieniais	4	antradienis	Ncmpin-
Parašýkite sàvo var̃dą didelėmìs raĩdėmis.	Parašykite savo vardą didelėmis raidėmis.	Write your name in capitals.	raidėmis	4	raidė	Ncfpin-
Šiaĩs laikaĩs daũg žmonių̃ gáuna aukštèsnį išsilãvinimą.	Šiais laikais daug žmonių gauna aukštesnį išsilavinimą.	Today, many people receive higher education.	laikais	1	laikas	Ncmpin-
Màno dukrà mė́gsta žaistì sù lėlėmìs.	Mano dukra mėgsta žaisti su lėlėmis.	My daughter likes to play with dolls.	lėlėmis	5	lėlė	Ncfpin-
Móterys turė́tų džiaũgtis bū́damos móterimis, kaĩp džiaũgiasi výrai būdamì výrais.	Moterys turėtų džiaugtis būdamos moterimis, kaip džiaugiasi vyrai būdami vyrais.	Women ought to be as glad to be women as men are to be men.	moterimis	4	moteris	Ncfpin-
Móterys turė́tų džiaũgtis bū́damos móterimis, kaĩp džiaũgiasi výrai būdamì výrais.	Moterys turėtų džiaugtis būdamos moterimis, kaip džiaugiasi vyrai būdami vyrais.	Women ought to be as glad to be women as men are to be men.	vyrais	10	vyras	Ncmpin-
Apskaičiúok kíek pinigų̃ mùms reikė̃s kitaĩs mẽtais.	Apskaičiuok kiek pinigų mums reikės kitais metais.	Calculate how much money we will need next year.	metais	6	metai	Ncmpin-
Jì pérbėgo akimìs są́rašą, ieškódama jamè sàvo var̃do.	Ji perbėgo akimis sąrašą, ieškodama jame savo vardo.	Her eyes ran over the list to see if her name was on it.	akimis	2	akis	Ncfpin-
Jìs norė́tų sužinóti, ar̃ žaidì šãškėmis.	Jis norėtų sužinoti, ar žaidi šaškėmis.	He would like to know whether you play chess.	šaškėmis	6	šaškė	Ncfpin-
Parašýk sàvo var̃dą didelė̃m raĩdėm.	Parašyk savo vardą didelėm raidėm.	Write your name in capitals.	raidėm	4	raidė	Ncfpin-
Geràs gyvẽnimas ỹra tàs, kurìs į̃kvėptas méile ir̃ val̃domas žiniomìs.	Geras gyvenimas yra tas, kuris įkvėptas meile ir valdomas žiniomis.	The good life is one inspired by love and guided by knowledge.	žiniomis	10	žinios	Ncfpin-
Jì miẽga sù dvejomìs pagálvėmis.	Ji miega su dvejomis pagalvėmis.	She sleeps with two pillows.	dvejomis	3	dveja	Ncfpin-
Jì miẽga sù dvejomìs pagálvėmis.	Ji miega su dvejomis pagalvėmis.	She sleeps with two pillows.	pagalvėmis	4	pagalvė	Ncfpin-
Taĩs laikaĩs nebùvo rãdijų.	Tais laikais nebuvo radijų.	In those days, there were no radios.	laikais	1	laikas	Ncmpin-
Visì žmónės gìmsta laisvì ir̃ lýgūs sàvo orumù ir̃ téisėmis. Jíems sùteiktas prõtas ir̃ są́žinė ir̃ jiẽ tùri el̃gtis víenas kìto ãtžvilgiu kaĩp bróliai.	Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai.	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.	teisėmis	9	teisė	Ncfpin-
Àš šnekė́jausi sù draugaĩs.	Aš šnekėjausi su draugais.	I talked to friends.	draugais	3	draugas	Ncmpin-
Išmókau gyvénti sù nùgaros skausmaĩs.	Išmokau gyventi su nugaros skausmais.	I've learned to live with the pain in my back.	skausmais	4	skausmas	Ncmpin-
Jì išė̃jo nė̃ neatsisvéikinusi sù sàvo draugaĩs.	Ji išėjo nė neatsisveikinusi su savo draugais.	She left without even saying good-bye to her friends.	draugais	6	draugas	Ncmpin-
Mùsė gãli váikščioti lùbomis.	Musė gali vaikščioti lubomis.	A fly can walk on the ceiling.	lubomis	3	lubos	Ncfpin-
Vãkar àš prìkepiau pyrãgų sù grỹbais.	Vakar aš prikepiau pyragų su grybais.	Yesterday I baked pastries with mushrooms.	grybais	5	grybas	Ncmpin-
Jiẽ apsìkeitė dovanomìs.	Jie apsikeitė dovanomis.	They exchanged gifts.	dovanomis	2	dovana	Ncfpin-
Jìs naudójosi visomìs įmãnomomis príemonėmis.	Jis naudojosi visomis įmanomomis priemonėmis.	He used all available means.	priemonėmis	4	priemonė	Ncfpin-
Marìlė turė́jo problèmų sù plaũčiais.	Marilė turėjo problemų su plaučiais.	Marilla had problems with her lungs.	plaučiais	4	plautis	Ncmpin-
Mẽs pàpuošėme Kalė̃dų eglùtę žiburė̃liais.	Mes papuošėme Kalėdų eglutę žiburėliais.	We decorated the Christmas tree with lights.	žiburėliais	4	žiburėlis	Ncmpin-
Àš žinaũ ìš patirtiẽs; žaistì fùtbolą basam̃ ỹra blõga idė́ja. Tù gãli lengvaĩ liktì sù sulaužtaĩs kójų pir̃štais.	Aš žinau iš patirties; žaisti futbolą basam yra bloga idėja. Tu gali lengvai likti su sulaužtais kojų pirštais.	I know from experience; playing football barefoot is a bad idea. You could easily end up with broken toes.	pirštais	19	pirštas	Ncmpin-
Jìs mùs lìnksmino juokìngomis istòrijomis.	Jis mus linksmino juokingomis istorijomis.	He amused us with funny stories.	istorijomis	4	istorija	Ncfpin-
Jõs ãkys paplū́do ãšaromis.	Jos akys paplūdo ašaromis.	Her eyes filled with tears.	ašaromis	3	ašara	Ncfpin-
Jì tùri trìs sū́nus kuríes tãpo jūreĩviais.	Ji turi tris sūnus kuries tapo jūreiviais.	She has three sons, who became sailors.	jūreiviais	6	jūreivis	Ncmpin-
Mẽs válgom sriùbą sù šáukštais.	Mes valgom sriubą su šaukštais.	We eat soup with a spoon.	šaukštais	4	šaukštas	Ncmpin-
Parduotùvė prekiáuja brangiaĩs aksesuãrais móterims.	Parduotuvė prekiauja brangiais aksesuarais moterims.	The shop sells expensive accessories for women.	aksesuarais	3	aksesuaras	Ncmpin-
